property_id,type,address,city,state,zip_code,bedrooms,bathrooms,square_footage,year_built,price
P916,Residential,"6499 Luis Key
Pinedafurt, VT 50121",Gainesview,WI,45630,1,1,1649,1954,64346623
P917,Commercial,"760 Horton Mission
Staffordside, FL 40300",Port Julie,MP,17881,1,1,4251,2016,39000250
P918,Residential,"30491 Carrie Centers Apt. 161
Port Tony, ME 84655",North Maurice,ND,67190,2,3,1048,1953,75517413
P919,Residential,"54715 Janice Ford Apt. 508
New Anthony, CT 70389",West Christina,FM,58301,2,3,3046,2010,20543658
P920,Residential,"384 Allen Club
Melissashire, ID 01204",South Danielside,VT,54957,3,2,4199,2017,20802683
P921,Residential,"20721 Wolfe Roads
West Sarahhaven, WV 27129",Hicksmouth,FL,94841,1,1,599,1988,19228457
P922,Residential,"744 Laura Radial Apt. 181
Port Patrick, VA 71437",East Stephanie,MH,45355,3,2,1388,1951,49754635
P923,Residential,"40566 Yoder Fords Apt. 667
Jonesland, TX 62557",Butlerside,CA,16022,3,1,4435,1984,84235305
P924,Residential,"Unit 5173 Box 0308
DPO AE 58942",Carlsonport,MA,25721,4,1,2579,1964,84210597
P925,Residential,"04693 Kristen Haven
East Janice, DC 54961",Comptonbury,VI,67231,4,2,2748,1975,39221843
P926,Commercial,"92119 Santana Way Apt. 134
Thomasfurt, MT 47454",North Courtney,AR,62674,1,3,3893,2010,35783699
P927,Residential,"893 Silva Courts
West Tonya, MS 01027",Derrickburgh,NY,60951,5,2,3113,1959,64301968
P928,Residential,"092 Webb Loaf Suite 570
West Bradley, SC 11059",New Kathrynberg,GU,24251,4,2,512,1966,52367694
P929,Residential,"798 Bailey Brook
Schultzchester, MH 24555",New Peterland,VA,30018,5,3,3051,1987,26784282
P930,Commercial,"6059 Greene Rapid
South Crystal, ND 90123",Donaldburgh,VA,48634,1,2,4260,2002,56978132
P931,Commercial,"881 Watson Lodge Apt. 087
Port Kevin, NH 90631",Blankenshipview,DE,23178,5,2,2698,1960,45302056
P932,Commercial,"66608 Perez Lake Suite 866
Gregorymouth, NE 36434",North Elizabeth,MO,60331,1,1,546,1952,37362968
P933,Commercial,"0228 Lisa Neck
East Luisside, MS 14471",East Kaitlyn,IN,33143,1,1,2441,2022,71910906
P934,Commercial,"278 Roy Inlet
Ryanmouth, TN 11938",Port Xavier,ME,50262,3,1,3616,1995,61986102
P935,Commercial,"983 Steven Rest
Port Patricia, MN 19806",Galvanhaven,SD,17945,4,1,1681,1957,28941293
P936,Residential,"893 Anthony Stravenue Suite 512
Port Geraldborough, WV 82550",Thomasview,IA,95679,4,3,3108,1989,1311931
P937,Residential,"07831 Soto Wall Apt. 757
Dillonchester, WY 77234",Richardport,NC,17777,3,1,2041,2023,61085942
P938,Commercial,"05196 Sanders Mountains
North Michele, GU 13361",Jeffreyborough,WI,81071,4,3,2045,1987,31918369
P939,Residential,"08251 Molina Burg
Wandaborough, ID 09513",New Alexisshire,MT,68832,3,2,4826,1973,4292025
P940,Residential,"639 Jeffrey Crossing Suite 468
Curtisside, AR 49978",Allenborough,AS,29559,3,2,3669,1955,70084898
P941,Residential,"662 Eric Freeway
New Lancefort, ND 90318",South Hollychester,PA,91052,3,2,1028,1981,14567939
P942,Residential,"6355 Sexton Plains Suite 238
Phillipsland, VA 48892",North Nancy,NM,85229,2,1,1876,1965,54772082
P943,Residential,"089 Smith Isle
Steeleville, MN 39022",Jeffreystad,MD,32681,5,2,1143,1992,80229605
P944,Commercial,"47188 Rachel Cliffs Suite 868
East Meganside, GA 26426",Rachelborough,OH,54856,5,3,1155,2016,40829671
P945,Commercial,"82783 Benton Pass Apt. 165
Davismouth, VT 63046",Sanchezmouth,MN,51182,3,1,4858,1966,62839430
P946,Commercial,"00174 Danielle Hill
Lake Sandraville, IA 65997",Port Tracymouth,ND,51520,5,2,2398,1988,97203267
P947,Residential,"360 Jose Burg Suite 532
Aguilarton, AL 16359",East Samantha,OR,75121,3,3,1489,1991,61393655
P948,Commercial,"13658 Li Field
South Emma, AZ 53453",Lake Michellechester,LA,35452,5,1,1700,2013,50692501
P949,Residential,"68339 Ryan Square Apt. 745
New Kevin, OR 76235",Lake Scott,RI,31632,1,1,3172,2005,60340894
P950,Residential,"16329 Decker Path
Port Taylor, MO 26532",Pearsonland,MH,48057,1,3,4460,2020,87133348
P951,Commercial,"28006 Hanson Courts Apt. 956
Brittneyfurt, CO 28246",Port Joy,SD,95573,1,1,876,2014,51820731
P952,Residential,"95390 Mitchell Springs Suite 804
Taylorfurt, FL 94045",North Holly,CO,38089,3,3,3540,1953,20695929
P953,Residential,"9328 Lindsey Highway
Port Whitneymouth, AS 38649",West Nicoleburgh,MA,58927,5,1,1383,1950,89920285
P954,Residential,"78075 Evans Pines Apt. 834
Johnsonhaven, FL 32448",Sherylville,RI,78521,3,3,3336,1955,32936365
P955,Commercial,"84758 Garcia Shoals
Port Shawnport, OR 37889",Marystad,SD,13961,5,1,3119,1983,65566460
P956,Residential,"726 Reid Corner Suite 004
Port Kirk, OR 61080",New Yvonnefort,CT,48106,3,1,2274,2017,58678107
P957,Commercial,"6672 Nicole Junctions
East Amanda, AL 47910",Lake Diana,NY,25889,4,2,3406,2002,89102729
P958,Commercial,"13963 Brock Hollow Apt. 492
South Monique, IL 16594",Schultzchester,AS,50707,2,2,3452,1958,26534239
P959,Commercial,"USCGC Lopez
FPO AP 61780",North Andrewmouth,CO,85318,2,3,1038,2002,3021957
P960,Commercial,"184 Randy Orchard
North Mikaylaview, MI 62327",South Johnside,SC,35717,3,2,3494,1990,35887381
P961,Residential,"19669 Hall Forest
New Janeview, UT 42351",South Amy,PR,93890,4,2,3527,1955,65114156
P962,Commercial,"591 Warren Trail Apt. 263
Gonzalezville, VI 77021",Jamesfurt,FL,39437,3,1,1126,2001,74035156
P963,Commercial,"2395 Robert Points Apt. 365
Jodyshire, IN 77143",West Jared,KS,25486,3,1,2015,1965,95220629
P964,Commercial,"1644 Sandoval Crossing Apt. 202
Murrayland, OK 56361",Lindseyhaven,ND,96704,3,3,2732,1954,38238150
P965,Commercial,"USNV Turner
FPO AE 39779",Rosebury,IL,24343,1,2,2657,1992,60036804
P966,Commercial,"264 Ortega Burg Suite 959
Hallton, IL 57018",Mercadoville,CT,67565,5,1,4693,1964,81459958
P967,Residential,"7252 Perry Freeway
Ashleyberg, OK 87404",South Elaine,AR,78884,2,2,1563,1955,16481682
P968,Commercial,"60359 Beck Islands Suite 057
West Amyshire, IL 22396",Kelliton,DC,67438,5,2,2351,1963,98308038
P969,Residential,"9554 Michelle Forest Apt. 329
East Jennifer, IN 44591",Danielshaven,TX,12979,4,1,2692,1994,63372179
P970,Residential,"554 Bowen Divide Apt. 265
Port Austin, UT 02696",Rodneyburgh,MN,24782,3,2,2724,2013,82848105
P971,Residential,"USCGC Pena
FPO AA 33775",East Kellyton,OR,87530,1,1,3449,2001,75655491
P972,Residential,"02897 Rodriguez Trail
Waltonmouth, NV 12214",North Sharonside,WI,76106,3,2,1130,1973,28974516
P973,Residential,"685 Tran Avenue Suite 638
New Natasha, GU 86887",Tonychester,NC,38044,2,3,4090,1959,14698393
P974,Commercial,"9765 Jenkins Center Suite 645
Stacyborough, MO 20578",Brownchester,ID,98085,4,1,3682,2016,88325296
P975,Commercial,"443 Reyes Islands
Reneefurt, WA 74517",South Natalieland,PR,67766,5,3,2478,1972,7403447
P976,Commercial,"7273 Michelle Mountains
East Tiffanyview, NE 91717",Lake Alfredland,ME,20316,4,1,1293,1977,51734892
P977,Residential,"3926 Hanson Dam Apt. 949
South Allison, GU 98132",East Dillon,VT,34927,1,2,2615,1970,68435511
P978,Commercial,"8039 Weaver Knoll
West Jamesmouth, IA 51069",Racheltown,MI,12744,1,2,4766,1999,51723661
P979,Commercial,"5924 Sanchez Motorway
Lake Karentown, HI 81933",Waltertown,VT,11222,2,2,592,1980,66060749
P980,Residential,"692 Jackson Rue
Timothyside, NH 80085",Amandafort,UT,82896,5,3,709,2016,67415083
P981,Commercial,"20886 Cox Ports
New Kylechester, IL 36420",Josephmouth,LA,12436,4,3,2500,1979,50226735
P982,Residential,"9194 Reyes Square Apt. 635
Saraburgh, SD 04901",North Allison,VI,79386,3,1,1169,1999,79734821
P983,Residential,"799 Martinez Springs Suite 472
Woodsville, NM 86268",Floresview,AR,56091,1,2,3149,2008,96075369
P984,Commercial,"099 Hudson Squares
Dustinhaven, CA 41001",North Amberberg,MS,43099,5,2,3269,1968,79417447
P985,Residential,"12008 Le Estates
Weaverview, IA 04346",Port Kevin,DC,32238,5,2,1746,1990,74616889
P986,Residential,"098 Michelle Freeway
Lake Nicoleport, PA 09368",East Mark,AL,67550,4,1,3214,2011,54398607
P987,Residential,"5348 Ashley Orchard Apt. 767
North Jacobberg, WV 51381",New Katelyn,RI,48168,1,1,4908,1969,19671421
P988,Residential,"3638 Samuel Port
Lake Ryanside, AL 54133",West Michaelstad,SC,48073,1,1,4059,1984,93132846
P989,Commercial,"29911 Henry Parkways Suite 849
Nicholasbury, MS 94445",North Deborah,PR,81514,3,2,3701,1964,35066304
P990,Residential,"96137 Zimmerman Lights
East Heather, WI 91074",Webbbury,DC,83633,1,3,1574,1976,16739496
P991,Commercial,"578 Nelson Hill
Jasonside, NH 76293",East Tammyburgh,NE,47249,3,1,4659,2011,68832322
P992,Residential,"81869 Jackson Parkways Suite 294
Kimberlyborough, MO 60134",Pattyfurt,RI,86394,5,1,2094,2002,31199408
P993,Commercial,"010 Anderson Streets Suite 166
Rodriguezfurt, WV 34200",Jonathanberg,CT,36017,5,3,2948,2017,29535522
P994,Residential,"5536 Johnson Stream Apt. 433
Michelleton, CA 85158",North Jimmyshire,MO,86217,4,2,2775,1983,13173615
P995,Commercial,"4413 Lam Cape
East Austin, IA 91073",Berryberg,LA,20800,2,1,2902,1968,95915227
P996,Commercial,"080 Turner Fall
South Andrewfort, NE 32022",Marialand,SD,16331,1,2,4667,1963,68230058
P997,Commercial,"10157 Carpenter Ford Suite 257
Andreaport, FL 66591",East Tammyshire,OR,46719,5,1,1441,2019,81838839
P998,Residential,"4658 Wright Creek Apt. 301
Port Davidshire, SD 77375",West Cheryl,OK,90655,4,2,2175,1998,85657648
P999,Residential,"502 Washington Orchard
West Elizabeth, KS 72550",Alexisport,HI,62569,3,1,4472,2010,32751644
P1000,Commercial,"5431 Everett Street Apt. 043
Millerland, TX 64259",Milesside,NJ,88679,1,1,3149,1971,89975434
